313,AcEc_119,93
402,AcEc_119,94
2950,AcEc_119,54
3220,AcEc_119,51
5757,AcEc_119,53
5988,AcEc_119,75
5994,AcEc_119,70
5997,AcEc_119,98
6013,AcEc_119,68
6031,AcEc_119,62
6128,AcEc_119,68
6780,AcEc_119,45
7427,AcEc_119,71
7871,AcEc_119,71
8955,AcEc_119,62
8956,AcEc_119,68
9415,AcEc_119,60
10187,AcEc_119,55
10208,AcEc_119,52
10453,AcEc_119,59
10461,AcEc_119,73
22384,AcEc_119,65
24526,AcEc_119,85
31402,AcEc_119,82
31404,AcEc_119,69
33441,AcEc_119,54
40326,AcEc_119,59
62850,AcEc_119,59
64695,AcEc_119,48
64696,AcEc_119,48
65575,AcEc_119,60
68111,AcEc_119,53
73614,AcEc_119,65
86472,AcEc_119,88
90567,AcEc_119,54
91458,AcEc_119,65
91520,AcEc_119,72
92835,AcEc_119,95
96710,AcEc_119,56
101787,AcEc_119,94
104796,AcEc_119,63
107701,AcEc_119,96
107835,AcEc_119,93
107878,AcEc_119,55
107938,AcEc_119,66
108053,AcEc_119,64
114843,AcEc_119,65
115158,AcEc_119,61
129597,AcEc_119,82
146469,AcEc_119,65
148745,AcEc_119,58
154417,AcEc_119,55
161533,AcEc_119,50
163016,AcEc_119,83
163882,AcEc_119,66
165456,AcEc_119,84
178793,AcEc_119,54
180544,AcEc_119,58
181570,AcEc_119,57
182645,AcEc_119,56
187306,AcEc_119,43
193587,AcEc_119,75
193710,AcEc_119,55
205042,AcEc_119,63
205992,AcEc_119,56
222284,AcEc_119,99
235071,AcEc_119,57
246205,AcEc_119,81
332671,AcEc_119,66
334778,AcEc_119,60
340013,AcEc_119,78
340066,AcEc_119,66
361510,AcEc_119,52
401171,AcEc_119,40
439503,AcEc_119,60
439555,AcEc_119,74
441005,AcEc_119,60
442106,AcEc_119,61
442359,AcEc_119,59
442405,AcEc_119,52
442432,AcEc_119,75
442544,AcEc_119,71
442706,AcEc_119,61
442758,AcEc_119,67
442764,AcEc_119,87
461030,AcEc_119,69
461031,AcEc_119,82
577062,AcEc_119,57
605429,AcEc_119,54
609638,AcEc_119,71
636777,AcEc_119,61
670971,AcEc_119,49
1794427,AcEc_119,49
3000322,AcEc_119,59
3034394,AcEc_119,60
3080690,AcEc_119,63
3084311,AcEc_119,63
4486617,AcEc_119,53
5276614,AcEc_119,79
5280363,AcEc_119,60
5280450,AcEc_119,56
5280887,AcEc_119,56
5280906,AcEc_119,81
5280934,AcEc_119,56
5281513,AcEc_119,90
5281519,AcEc_119,60
5281520,AcEc_119,63
5281733,AcEc_119,81
5281743,AcEc_119,87
5281750,AcEc_119,90
5281752,AcEc_119,99
5281756,AcEc_119,83
5283080,AcEc_119,59
5283224,AcEc_119,58
5283227,AcEc_119,59
5283387,AcEc_119,58
5284421,AcEc_119,56
5311477,AcEc_119,67
5312457,AcEc_119,58
5312495,AcEc_119,55
5315536,AcEc_119,63
5352107,AcEc_119,81
5352767,AcEc_119,59
5352771,AcEc_119,58
5352772,AcEc_119,59
5352773,AcEc_119,57
5352787,AcEc_119,62
5352788,AcEc_119,60
5352888,AcEc_119,59
5352891,AcEc_119,60
5363265,AcEc_119,56
5363285,AcEc_119,60
5363385,AcEc_119,60
5363391,AcEc_119,57
5363534,AcEc_119,59
5364711,AcEc_119,59
5365883,AcEc_119,56
5375219,AcEc_119,91
5380876,AcEc_119,83
5381287,AcEc_119,91
5463051,AcEc_119,60
5467408,AcEc_119,62
6328195,AcEc_119,63
6365696,AcEc_119,58
6411696,AcEc_119,98
6428416,AcEc_119,50
6431104,AcEc_119,57
6432404,AcEc_119,62
6432447,AcEc_119,61
6434971,AcEc_119,62
6436648,AcEc_119,62
6437207,AcEc_119,56
6437355,AcEc_119,63
6437870,AcEc_119,56
6437887,AcEc_119,69
6438492,AcEc_119,60
6439196,AcEc_119,48
6439529,AcEc_119,58
6440707,AcEc_119,57
6440740,AcEc_119,63
6442498,AcEc_119,78
6442619,AcEc_119,100
6442624,AcEc_119,77
6442654,AcEc_119,55
6442677,AcEc_119,71
6450311,AcEc_119,65
6450312,AcEc_119,65
6450812,AcEc_119,60
6453188,AcEc_119,60
6455632,AcEc_119,60
6918391,AcEc_119,59
9548622,AcEc_119,72
9548773,AcEc_119,59
9808885,AcEc_119,55
9855795,AcEc_119,50
9868964,AcEc_119,68
9993558,AcEc_119,71
10013205,AcEc_119,58
10026645,AcEc_119,58
10038820,AcEc_119,54
10041611,AcEc_119,80
10049156,AcEc_119,63
10089677,AcEc_119,62
10244894,AcEc_119,87
10265778,AcEc_119,63
10391052,AcEc_119,83
10403598,AcEc_119,69
10410583,AcEc_119,69
10424557,AcEc_119,60
10446412,AcEc_119,59
10456163,AcEc_119,79
10471153,AcEc_119,93
10537970,AcEc_119,48
10608682,AcEc_119,64
10634145,AcEc_119,47
10688026,AcEc_119,76
10802739,AcEc_119,58
10826797,AcEc_119,59
10829117,AcEc_119,63
10841700,AcEc_119,97
10848165,AcEc_119,60
10857106,AcEc_119,62
10913938,AcEc_119,75
10927117,AcEc_119,59
10969647,AcEc_119,70
10987189,AcEc_119,60
11009557,AcEc_119,59
11012895,AcEc_119,66
11019790,AcEc_119,56
11076852,AcEc_119,58
11077394,AcEc_119,63
11098563,AcEc_119,60
11174599,AcEc_119,67
11232391,AcEc_119,67
11241437,AcEc_119,56
11244464,AcEc_119,63
11244548,AcEc_119,48
11313238,AcEc_119,63
11338427,AcEc_119,72
11427023,AcEc_119,58
11452844,AcEc_119,69
11460191,AcEc_119,57
11493734,AcEc_119,73
11530417,AcEc_119,64
11586285,AcEc_119,58
11616558,AcEc_119,60
11630032,AcEc_119,53
11639449,AcEc_119,94
11683278,AcEc_119,90
11858788,AcEc_119,61
11877394,AcEc_119,59
11983967,AcEc_119,53
12088153,AcEc_119,85
12093069,AcEc_119,60
12187779,AcEc_119,69
12247549,AcEc_119,47
12302222,AcEc_119,61
12308816,AcEc_119,63
12309050,AcEc_119,57
12315225,AcEc_119,90
12315228,AcEc_119,61
12628864,AcEc_119,57
12814285,AcEc_119,60
13072122,AcEc_119,58
13116576,AcEc_119,56
13116578,AcEc_119,59
13453568,AcEc_119,59
13560375,AcEc_119,58
13560376,AcEc_119,56
13614455,AcEc_119,44
13614456,AcEc_119,49
13671273,AcEc_119,56
14017671,AcEc_119,98
14109421,AcEc_119,53
14185805,AcEc_119,58
14185806,AcEc_119,60
14479659,AcEc_119,59
14657258,AcEc_119,59
14658021,AcEc_119,65
14701065,AcEc_119,59
15340916,AcEc_119,56
15379374,AcEc_119,86
15767023,AcEc_119,57
16059787,AcEc_119,91
16667385,AcEc_119,61
16723323,AcEc_119,61
16756314,AcEc_119,89
20138356,AcEc_119,60
20838712,AcEc_119,59
21573066,AcEc_119,69
21574510,AcEc_119,66
21583351,AcEc_119,68
21591458,AcEc_119,51
21592256,AcEc_119,74
21630855,AcEc_119,67
21773697,AcEc_119,89
21773731,AcEc_119,57
21778723,AcEc_119,90
22215019,AcEc_119,79
23255044,AcEc_119,58
23425034,AcEc_119,70
23425158,AcEc_119,67
23427104,AcEc_119,58
23427263,AcEc_119,55
24862229,AcEc_119,66
25265919,AcEc_119,56
44235243,AcEc_119,59
44256554,AcEc_119,59
44256587,AcEc_119,60
44324436,AcEc_119,55
45272227,AcEc_119,100
46184996,AcEc_119,57
46186115,AcEc_119,97
46193078,AcEc_119,59
46193079,AcEc_119,56
46193083,AcEc_119,57
46209656,AcEc_119,71
46231989,AcEc_119,85
49799338,AcEc_119,79
49845925,AcEc_119,89
50993746,AcEc_119,75
51041305,AcEc_119,94
53355994,AcEc_119,65
53956817,AcEc_119,78
53996943,AcEc_119,92
54339219,AcEc_119,91
54366177,AcEc_119,94
54435484,AcEc_119,57
56684113,AcEc_119,69
56935897,AcEc_119,58
56935988,AcEc_119,56
56935989,AcEc_119,60
56935990,AcEc_119,59
56936008,AcEc_119,62
56936013,AcEc_119,59
56936114,AcEc_119,60
56936137,AcEc_119,58
56936139,AcEc_119,57
56936140,AcEc_119,56
56936246,AcEc_119,59
57037829,AcEc_119,61
70489191,AcEc_119,56
70685502,AcEc_119,72
71481657,AcEc_119,71
71587038,AcEc_119,55
71609168,AcEc_119,75
73837686,AcEc_119,74
76313965,AcEc_119,75
76335702,AcEc_119,67
76959410,AcEc_119,87
87225050,AcEc_119,56
90472149,AcEc_119,75
91700478,AcEc_119,45
91704079,AcEc_119,48
91711340,AcEc_119,59
91731891,AcEc_119,52
91748460,AcEc_119,52
100917538,AcEc_119,95
100927179,AcEc_119,67
101106323,AcEc_119,68
101131157,AcEc_119,63
101231615,AcEc_119,71
101233333,AcEc_119,58
101336123,AcEc_119,75
101347777,AcEc_119,54
101446903,AcEc_119,92
101446904,AcEc_119,91
101548545,AcEc_119,66
101572510,AcEc_119,63
101602477,AcEc_119,58
101613864,AcEc_119,65
101613865,AcEc_119,64
101623770,AcEc_119,55
101677425,AcEc_119,61
101726998,AcEc_119,56
101756222,AcEc_119,59
101774836,AcEc_119,95
101898419,AcEc_119,71
101955934,AcEc_119,94
102009880,AcEc_119,57
102069249,AcEc_119,52
102148462,AcEc_119,58
102431449,AcEc_119,52
127051029,AcEc_119,77
129775774,AcEc_119,56
129864076,AcEc_119,65
129881999,AcEc_119,61
129905909,AcEc_119,64
132498494,AcEc_119,73
132596322,AcEc_119,83
132596324,AcEc_119,90
132606988,AcEc_119,71
135516704,AcEc_119,62
139586554,AcEc_119,79
313,AcEc_159,92
402,AcEc_159,95
2950,AcEc_159,67
5757,AcEc_159,75
5988,AcEc_159,90
6013,AcEc_159,94
6031,AcEc_159,67
6128,AcEc_159,75
6780,AcEc_159,67
7427,AcEc_159,85
7871,AcEc_159,66
8955,AcEc_159,95
10187,AcEc_159,55
10208,AcEc_159,65
10453,AcEc_159,57
10461,AcEc_159,70
22384,AcEc_159,85
24526,AcEc_159,85
31404,AcEc_159,74
33441,AcEc_159,75
40326,AcEc_159,63
62850,AcEc_159,50
64695,AcEc_159,60
64696,AcEc_159,48
65575,AcEc_159,66
68111,AcEc_159,52
73614,AcEc_159,83
90567,AcEc_159,67
91458,AcEc_159,90
91520,AcEc_159,95
92835,AcEc_159,88
104796,AcEc_159,84
107878,AcEc_159,89
107938,AcEc_159,83
108053,AcEc_159,74
114843,AcEc_159,85
148745,AcEc_159,79
154417,AcEc_159,60
161533,AcEc_159,64
178793,AcEc_159,61
180544,AcEc_159,45
181570,AcEc_159,74
182645,AcEc_159,70
187306,AcEc_159,49
193710,AcEc_159,72
205042,AcEc_159,77
205992,AcEc_159,54
235071,AcEc_159,93
334778,AcEc_159,68
340066,AcEc_159,86
361510,AcEc_159,93
401171,AcEc_159,54
439503,AcEc_159,68
439555,AcEc_159,76
441005,AcEc_159,62
442106,AcEc_159,62
442359,AcEc_159,44
442405,AcEc_159,71
442706,AcEc_159,67
442758,AcEc_159,73
461030,AcEc_159,87
577062,AcEc_159,71
605429,AcEc_159,52
609638,AcEc_159,70
636777,AcEc_159,77
670971,AcEc_159,61
1794427,AcEc_159,42
3000322,AcEc_159,71
3034394,AcEc_159,87
3080690,AcEc_159,84
3084311,AcEc_159,71
4486617,AcEc_159,59
5280363,AcEc_159,54
5280450,AcEc_159,48
5280887,AcEc_159,51
5280934,AcEc_159,44
5281513,AcEc_159,88
5281519,AcEc_159,78
5281520,AcEc_159,79
5283080,AcEc_159,44
5283224,AcEc_159,67
5283227,AcEc_159,82
5283387,AcEc_159,43
5284421,AcEc_159,51
5311477,AcEc_159,92
5312457,AcEc_159,48
5312495,AcEc_159,41
5315536,AcEc_159,83
5352767,AcEc_159,48
5352771,AcEc_159,53
5352772,AcEc_159,56
5352773,AcEc_159,54
5352787,AcEc_159,55
5352788,AcEc_159,48
5352888,AcEc_159,48
5352891,AcEc_159,48
5363265,AcEc_159,48
5363285,AcEc_159,50
5363385,AcEc_159,52
5363391,AcEc_159,46
5363534,AcEc_159,48
5364711,AcEc_159,46
5365883,AcEc_159,43
5463051,AcEc_159,44
5467408,AcEc_159,67
6328195,AcEc_159,71
6365696,AcEc_159,47
6428416,AcEc_159,74
6431104,AcEc_159,52
6432404,AcEc_159,67
6432447,AcEc_159,72
6434971,AcEc_159,66
6436648,AcEc_159,52
6437207,AcEc_159,48
6437355,AcEc_159,70
6437870,AcEc_159,57
6437887,AcEc_159,92
6438492,AcEc_159,67
6439196,AcEc_159,52
6439529,AcEc_159,58
6440707,AcEc_159,43
6440740,AcEc_159,52
6442654,AcEc_159,44
6442677,AcEc_159,68
6450311,AcEc_159,60
6450312,AcEc_159,64
6450812,AcEc_159,67
6453188,AcEc_159,51
6455632,AcEc_159,90
6918391,AcEc_159,61
9808885,AcEc_159,45
9855795,AcEc_159,58
9868964,AcEc_159,98
9993558,AcEc_159,98
10013205,AcEc_159,76
10026645,AcEc_159,99
10038820,AcEc_159,60
10041611,AcEc_159,85
10049156,AcEc_159,67
10089677,AcEc_159,58
10391052,AcEc_159,98
10410583,AcEc_159,54
10424557,AcEc_159,54
10446412,AcEc_159,48
10456163,AcEc_159,94
10537970,AcEc_159,44
10608682,AcEc_159,69
10634145,AcEc_159,79
10802739,AcEc_159,45
10826797,AcEc_159,50
10829117,AcEc_159,85
10857106,AcEc_159,84
10927117,AcEc_159,59
10969647,AcEc_159,56
10987189,AcEc_159,75
11009557,AcEc_159,80
11019790,AcEc_159,81
11076852,AcEc_159,45
11077394,AcEc_159,54
11098563,AcEc_159,51
11232391,AcEc_159,52
11241437,AcEc_159,77
11244464,AcEc_159,69
11244548,AcEc_159,90
11427023,AcEc_159,46
11452844,AcEc_159,75
11460191,AcEc_159,47
11493734,AcEc_159,74
11530417,AcEc_159,78
11586285,AcEc_159,47
11616558,AcEc_159,55
11630032,AcEc_159,63
11858788,AcEc_159,78
11877394,AcEc_159,67
11983967,AcEc_159,71
12093069,AcEc_159,77
12187779,AcEc_159,58
12247549,AcEc_159,61
12302222,AcEc_159,80
12308816,AcEc_159,94
12309050,AcEc_159,64
12315228,AcEc_159,100
12814285,AcEc_159,77
13072122,AcEc_159,43
13116576,AcEc_159,44
13116578,AcEc_159,49
13453568,AcEc_159,60
13560375,AcEc_159,42
13560376,AcEc_159,51
13614455,AcEc_159,55
13614456,AcEc_159,56
13671273,AcEc_159,48
14109421,AcEc_159,78
14185805,AcEc_159,43
14185806,AcEc_159,46
14479659,AcEc_159,45
14657258,AcEc_159,45
14658021,AcEc_159,87
14701065,AcEc_159,42
15340916,AcEc_159,46
15379374,AcEc_159,87
15767023,AcEc_159,52
16667385,AcEc_159,78
20138356,AcEc_159,49
20838712,AcEc_159,48
21573066,AcEc_159,66
21574510,AcEc_159,81
21583351,AcEc_159,98
21591458,AcEc_159,57
21592256,AcEc_159,83
21630855,AcEc_159,69
21773731,AcEc_159,90
23255044,AcEc_159,47
23425034,AcEc_159,94
23425158,AcEc_159,84
23427104,AcEc_159,57
23427263,AcEc_159,57
24862229,AcEc_159,96
25228976,AcEc_159,75
25265919,AcEc_159,78
44235243,AcEc_159,60
44256554,AcEc_159,48
44256587,AcEc_159,47
44324436,AcEc_159,46
46184996,AcEc_159,43
46193078,AcEc_159,51
46193079,AcEc_159,53
46193083,AcEc_159,59
46209656,AcEc_159,90
46231989,AcEc_159,88
49799338,AcEc_159,71
49845925,AcEc_159,87
51041305,AcEc_159,94
53355994,AcEc_159,79
54435484,AcEc_159,48
56935897,AcEc_159,48
56935988,AcEc_159,48
56935989,AcEc_159,48
56935990,AcEc_159,54
56936008,AcEc_159,52
56936013,AcEc_159,50
56936114,AcEc_159,45
56936137,AcEc_159,46
56936139,AcEc_159,46
56936140,AcEc_159,41
56936246,AcEc_159,52
57037829,AcEc_159,58
70489191,AcEc_159,70
71587038,AcEc_159,70
71609168,AcEc_159,72
