1,"['3000322', '442405', '23427263', '91748460']","Index(['AcEc_119', 'AeAe_105', 'AmTr_40', 'AmTr_55', 'AnGa_11', 'ApCe_100',
       'ApFl_113', 'AtCo_112', 'DiQu_110', 'DiQu_161', 'HaSa_108', 'HaSa_161',
       'HeAr_29', 'HeAr_66', 'LiHu_138', 'MoPh_105', 'OoBi_162', 'PaXu_52',
       'RhMa_28', 'TrNi_56', 'VaTa_29', 'VaTa_31', 'VoEm_167', 'VoEm_195',
       'VoEm_253', 'WaAu_162'],
      dtype='object')","Index(['AeAe_37', 'AeAe_44', 'AgPl_12', 'AmTr_15', 'AmTr_28', 'AmTr_32',
       'AnGa_24', 'AnGa_28', 'AnGa_47', 'AnGa_59', 'ApCe_63', 'ApCe_66',
       'ApFl_122', 'ApFl_26', 'ApFl_77', 'ApFl_83', 'ApMe_77', 'ApMe_90',
       'CaFl_159', 'CaFl_172', 'CaFl_263', 'CaFl_264', 'CaFl_303', 'CaFl_369',
       'CaFl_408', 'CiLe_24', 'CyCo_148', 'CyCo_151', 'CyCo_181', 'CyCo_200',
       'DiQu_156', 'DiQu_98', 'DrAr_27', 'DrBi_41', 'DrBi_44', 'DrEr_24',
       'DrFi_54', 'DrFi_57', 'DrGr_7', 'DrPe_12', 'DrVi_11', 'DrVi_13',
       'DrVi_47', 'DrVi_55', 'DrWi_56', 'DuNo_20', 'HaSa_110', 'HaSa_122',
       'HaSa_177', 'HeAr_34', 'LiHu_99', 'MiDe_171', 'MoPh_102', 'MoPh_136',
       'OoBi_209', 'PaPo_25', 'PaXu_28', 'PaXu_9', 'RhMa_24', 'TrCa_142',
       'TrCa_151', 'TrCa_179', 'TrNi_46', 'TrSe_114', 'VoEm_163', 'VoEm_241',
       'VoEm_243', 'VoEm_78', 'WaAu_160', 'WaAu_163', 'WaAu_166', 'ZeCu_74'],
      dtype='object')","Index(['AeAe_18', 'AeAe_31', 'AeAe_33', 'AeAe_62', 'AeAe_63', 'AeAe_83',
       'AmTr_13', 'AmTr_35', 'AnGa_18', 'AnGa_20', 'AnGa_32', 'AnGa_65',
       'AnGa_66', 'ApCe_44', 'ApCe_48', 'ApCe_60', 'ApCe_91', 'ApFl_107',
       'ApMe_51', 'ApMe_79', 'BoIm_51', 'CaFl_167', 'CaFl_174', 'CaFl_302',
       'CeCa_33', 'CoFl_104', 'CoFl_93', 'CoFl_99', 'CyCo_180', 'CyCo_199',
       'CyCo_204', 'DiQu_109', 'DiQu_206', 'DrAr_48', 'DrAr_56', 'DrBi_49',
       'DrBu_10', 'DrBu_31', 'DrBu_44', 'DrBu_45', 'DrGr_26', 'DrGr_27',
       'DrMo_52', 'DrWi_30', 'HaSa_157', 'HaSa_158', 'HaSa_173', 'HaSa_216',
       'HaSa_226', 'HeAr_16', 'HeAr_19', 'HyKa_25', 'LiHu_212', 'LiHu_219',
       'LiHu_94', 'LiHu_98', 'MeRo_92', 'OoBi_159', 'OoBi_220', 'PaMa_35',
       'PaPo_46', 'PoDo_73', 'RhMa_34', 'TrCa_133', 'TrCa_137', 'TrCa_138',
       'TrCa_161', 'TrNi_53', 'TrNi_55', 'TrNi_59', 'TrNi_60', 'TrSe_143',
       'TrZe_131', 'VaTa_40', 'VoEm_135', 'VoEm_252', 'VoEm_259', 'VoEm_77',
       'WaAu_190', 'ZeCu_52'],
      dtype='object')","Index(['AeAe_42', 'AeAe_84', 'AmTr_16', 'AmTr_42', 'ApCe_72', 'ApCe_74',
       'CaFl_89', 'CeSo_24', 'CoFl_111', 'DrEl_41', 'DrMo_47', 'DrVi_49',
       'DrWi_41', 'DrYa_49', 'HaLa_59', 'HaSa_238', 'LiHu_95', 'MoPh_181',
       'PaPo_42', 'PaXu_55', 'RhMa_32', 'SiFl_7', 'TrNi_23', 'TrNi_62',
       'VaTa_47', 'VaTa_50', 'VoEm_165', 'WaAu_234'],
      dtype='object')"
2,"['23427104', '442405', '21592256', '129775774']","Index(['AeAe_105', 'AeAe_31', 'AeAe_69', 'AeAe_73', 'AeAe_93', 'AgPl_10',
       'AgPl_12', 'AmTr_12', 'AmTr_14', 'AmTr_50', 'AmTr_51', 'AnGa_13',
       'AnGa_18', 'AnGa_33', 'AnGa_44', 'AnGa_64', 'ApCe_100', 'ApCe_45',
       'ApCe_73', 'ApCe_74', 'ApFl_113', 'ApFl_125', 'ApMe_63', 'AtCo_164',
       'BoTe_59', 'BoTe_73', 'CaFl_172', 'CaFl_302', 'CaFl_308', 'CaFl_405',
       'CaFl_408', 'CeCa_58', 'CeSo_24', 'CoFl_104', 'CoFl_72', 'CrSe_16',
       'CyCo_148', 'CyCo_149', 'CyCo_153', 'CyCo_204', 'DiQu_206', 'DrAr_39',
       'DrAr_48', 'DrAr_56', 'DrBu_17', 'DrBu_45', 'DrBu_55', 'DrEr_46',
       'DrEr_51', 'DrFi_20', 'DrFi_41', 'DrFi_6', 'DrGr_26', 'DrGr_27',
       'DrGr_34', 'DrMo_52', 'DrPe_49', 'DrYa_49', 'HaSa_100', 'HaSa_115',
       'HaSa_158', 'HaSa_173', 'HaSa_185', 'HeAr_19', 'HeAr_23', 'HeAr_67',
       'LiHu_110', 'LiHu_96', 'MeRo_92', 'MoPh_103', 'MoPh_143', 'MoPh_174',
       'MoPh_180', 'OoBi_95', 'PoDo_73', 'PoDo_82', 'RhMa_24', 'RhMa_26',
       'SiFl_16', 'TrCa_133', 'TrCa_137', 'TrCa_161', 'TrSe_153', 'TrSe_173',
       'TrZe_122', 'VaTa_25', 'VaTa_31', 'VaTa_33', 'VaTa_34', 'VaTa_40',
       'VaTa_48', 'VoEm_134', 'VoEm_135', 'VoEm_195', 'VoEm_242', 'VoEm_77',
       'WaAu_166', 'WaAu_188', 'WaAu_251'],
      dtype='object')","Index(['AeAe_44', 'AnGa_28', 'AnGa_37', 'AnGa_59', 'ApCe_63', 'ApFl_77',
       'ApMe_77', 'BoIm_108', 'BoIm_51', 'CyCo_200', 'DrBu_46', 'DrEl_41',
       'DrEr_43', 'DrFi_57', 'DrPe_12', 'DrPe_42', 'DrVi_11', 'DrVi_13',
       'DrVi_47', 'DrWi_56', 'DuNo_23', 'HaSa_110', 'HaSa_122', 'HeAr_34',
       'MeRo_105', 'PaPo_25', 'PaXu_28', 'PaXu_9', 'TrCa_151', 'TrNi_23',
       'TrNi_46', 'TrZe_120', 'TrZe_172', 'VoEm_163'],
      dtype='object')","Index(['AcEc_119', 'AeAe_37', 'AeAe_62', 'AeAe_65', 'AeAe_79', 'AeAe_84',
       'AgPl_11', 'AmTr_16', 'AmTr_23', 'AmTr_31', 'AnGa_14', 'AnGa_20',
       'AnGa_46', 'ApCe_54', 'ApCe_83', 'ApCe_91', 'ApFl_132', 'ApMe_54',
       'CyCo_180', 'CyCo_199', 'DrBu_21', 'DrMo_47', 'DrVi_55', 'HeAr_16',
       'LiHu_195', 'SiFl_9', 'TrNi_56', 'TrNi_60', 'TrNi_62', 'TrZe_130',
       'VaTa_29', 'VoEm_252', 'WaAu_214'],
      dtype='object')","Index(['AeAe_18', 'AeAe_61', 'AmTr_54', 'AnGa_11', 'ApCe_60', 'ApFl_75',
       'BaDo_38', 'BoTe_77', 'CaFl_166', 'CaFl_324', 'CaFl_394', 'CoFl_93',
       'CyCo_176', 'DiQu_161', 'HaLa_59', 'HaSa_125', 'HeAr_29', 'LiHu_138',
       'LiHu_153', 'LiHu_219', 'MoPh_105', 'OoBi_162', 'PaXu_55', 'TrCa_127',
       'TrNi_55', 'TrSe_143', 'TrZe_153', 'VoEm_144', 'VoEm_196', 'VoEm_241',
       'VoEm_345', 'WaAu_162'],
      dtype='object')"
3,"['23427104', '442405', '21592256', '12187779']","Index(['AeAe_105', 'AeAe_31', 'AeAe_42', 'AeAe_69', 'AeAe_73', 'AeAe_93',
       'AgPl_12', 'AmTr_12', 'AmTr_14', 'AmTr_35',
       ...
       'VaTa_48', 'VoEm_134', 'VoEm_135', 'VoEm_214', 'VoEm_242', 'VoEm_77',
       'VoEm_82', 'WaAu_166', 'WaAu_188', 'WaAu_251'],
      dtype='object', length=111)","Index(['AeAe_44', 'AnGa_28', 'AnGa_59', 'ApCe_63', 'ApCe_66', 'ApFl_77',
       'BoTe_74', 'CaFl_263', 'CeSo_13', 'CiLe_24', 'CyCo_200', 'DrBu_46',
       'DrEl_41', 'DrGr_7', 'DrPe_42', 'DrVi_11', 'DrVi_47', 'DrWi_55',
       'DrWi_56', 'DuNo_23', 'LiHu_99', 'OoBi_311', 'PaXu_28', 'PaXu_9',
       'TrNi_23', 'TrZe_120', 'VoEm_125', 'VoEm_163'],
      dtype='object')","Index(['AcEc_119', 'AeAe_37', 'AeAe_65', 'AeAe_84', 'AgPl_11', 'AmTr_16',
       'AmTr_23', 'AmTr_31', 'AnGa_14', 'AnGa_27', 'AnGa_46', 'ApCe_44',
       'ApCe_54', 'ApCe_83', 'ApMe_54', 'CaFl_226', 'CyCo_180', 'CyCo_199',
       'DrBu_40', 'DrBu_44', 'DrEl_60', 'DrMo_47', 'LiHu_195', 'SiFl_9',
       'TrNi_56', 'TrNi_60', 'TrNi_62', 'TrZe_130', 'VaTa_29', 'VoEm_252',
       'VoEm_259', 'WaAu_190'],
      dtype='object')","Index(['AeAe_61', 'AmTr_18', 'AnGa_37', 'ApCe_94', 'CaFl_293', 'CaFl_394',
       'CeCa_33', 'DrBi_49', 'DrBu_13', 'DrEl_33', 'DrEr_43', 'DrYa_53',
       'HaLa_43', 'HaSa_125', 'HeAr_29', 'LiHu_95', 'MoPh_105', 'OoBi_162',
       'PaMa_10', 'PaXu_52', 'PoDo_98', 'RhMa_23', 'TrCa_127', 'TrNi_26',
       'WaAu_119', 'WaAu_162'],
      dtype='object')"
4,"['23427104', '442405', '21592256', '340066']","Index(['AeAe_105', 'AeAe_31', 'AeAe_69', 'AeAe_73', 'AeAe_93', 'AgPl_10',
       'AgPl_12', 'AmTr_12', 'AmTr_14', 'AmTr_35',
       ...
       'VaTa_40', 'VaTa_48', 'VoEm_134', 'VoEm_135', 'VoEm_242', 'VoEm_77',
       'VoEm_82', 'WaAu_166', 'WaAu_188', 'WaAu_251'],
      dtype='object', length=105)","Index(['AeAe_44', 'AnGa_28', 'AnGa_59', 'ApCe_63', 'ApMe_77', 'BoIm_108',
       'BoIm_51', 'BoTe_74', 'CyCo_200', 'DrBu_46', 'DrEl_41', 'DrEr_43',
       'DrPe_12', 'DrPe_42', 'DrVi_11', 'DrVi_13', 'DrVi_47', 'DrWi_56',
       'HaSa_122', 'HeAr_34', 'MeRo_105', 'PaXu_28', 'PaXu_9', 'TrNi_23',
       'TrNi_46', 'TrZe_120', 'VoEm_163'],
      dtype='object')","Index(['AcEc_119', 'AeAe_37', 'AeAe_65', 'AeAe_79', 'AeAe_84', 'AgPl_11',
       'AmTr_23', 'AmTr_31', 'AnGa_14', 'AnGa_27', 'AnGa_46', 'ApCe_54',
       'ApCe_83', 'ApMe_54', 'CyCo_180', 'CyCo_199', 'DrMo_47', 'DrVi_55',
       'LiHu_195', 'SiFl_9', 'TrNi_56', 'TrNi_60', 'TrNi_62', 'TrZe_130',
       'VaTa_29', 'VoEm_252', 'VoEm_259', 'WaAu_214'],
      dtype='object')","Index(['AcEc_159', 'AcEc_199', 'AeAe_61', 'AmTr_17', 'AmTr_18', 'AnGa_21',
       'ApCe_75', 'ApMe_124', 'BaDo_38', 'BoTe_130', 'BoTe_77', 'CaFl_293',
       'CiLe_26', 'CoFl_111', 'DiQu_211', 'DrBi_49', 'DrBu_33', 'DrEl_33',
       'DrEl_36', 'DrFi_35', 'HaSa_110', 'HaSa_116', 'HaSa_125', 'HaSa_155',
       'HaSa_157', 'HaSa_238', 'HeAr_27', 'HeAr_29', 'LiHu_138', 'LiHu_153',
       'LiHu_95', 'MoPh_181', 'TrCa_127', 'TrCa_169', 'TrNi_55', 'VaTa_52',
       'VoEm_144', 'VoEm_186', 'VoEm_187', 'WaAu_162'],
      dtype='object')"
5,"['23427104', '442405', '129775774', '11530417']","Index(['AeAe_105', 'AeAe_31', 'AeAe_69', 'AeAe_73', 'AeAe_93', 'AgPl_10',
       'AgPl_12', 'AmTr_12', 'AmTr_13', 'AmTr_14',
       ...
       'VaTa_40', 'VaTa_48', 'VoEm_134', 'VoEm_135', 'VoEm_192', 'VoEm_242',
       'VoEm_77', 'WaAu_166', 'WaAu_188', 'WaAu_251'],
      dtype='object', length=107)","Index(['AeAe_41', 'AeAe_44', 'AmTr_37', 'AnGa_28', 'AnGa_58', 'AnGa_59',
       'ApCe_63', 'ApCe_83', 'ApFl_122', 'ApFl_77', 'ApMe_77', 'CyCo_104',
       'CyCo_200', 'DrBu_46', 'DrEl_41', 'DrEr_24', 'DrEr_43', 'DrFi_54',
       'DrMo_47', 'DrPe_12', 'DrPe_42', 'DrVi_11', 'DrVi_13', 'DrVi_44',
       'DrVi_47', 'DrWi_56', 'HaSa_110', 'HaSa_122', 'HeAr_34', 'MeRo_105',
       'PaXu_18', 'PaXu_28', 'PaXu_9', 'TrCa_151', 'TrNi_23', 'TrZe_120',
       'TrZe_130', 'VoEm_163'],
      dtype='object')","Index(['AeAe_18', 'AeAe_61', 'AmTr_42', 'AmTr_54', 'AnGa_11', 'AnGa_27',
       'ApCe_60', 'ApFl_75', 'BaDo_38', 'CaFl_166', 'CaFl_226', 'CaFl_324',
       'CaFl_394', 'CoFl_93', 'CyCo_176', 'DiQu_161', 'DrBu_44', 'HaLa_59',
       'HeAr_29', 'LiHu_138', 'LiHu_153', 'LiHu_219', 'MoPh_105', 'OoBi_162',
       'PaXu_55', 'TrNi_55', 'TrSe_143', 'TrZe_131', 'TrZe_153', 'VoEm_144',
       'VoEm_196', 'VoEm_241', 'VoEm_259', 'VoEm_345', 'WaAu_162', 'WaAu_190'],
      dtype='object')","Index(['AcEc_199', 'AeAe_33', 'AeAe_65', 'AeAe_70', 'AeAe_79', 'AeAe_84',
       'AgPl_11', 'AmTr_16', 'AmTr_31', 'AnGa_21', 'AnGa_65', 'ApCe_54',
       'ApCe_94', 'ApFl_130', 'ApMe_54', 'CyCo_180', 'DrBi_39', 'DrBu_21',
       'HeAr_16', 'SiFl_9', 'TrNi_60', 'TrNi_62', 'VaTa_36', 'VoEm_252',
       'ZeCu_46'],
      dtype='object')"
6,"['23427104', '442405', '129775774', '12187779']","Index(['AeAe_105', 'AeAe_31', 'AeAe_69', 'AeAe_73', 'AeAe_93', 'AgPl_12',
       'AmTr_12', 'AmTr_13', 'AmTr_14', 'AmTr_40',
       ...
       'VaTa_40', 'VaTa_48', 'VoEm_134', 'VoEm_135', 'VoEm_192', 'VoEm_242',
       'VoEm_77', 'WaAu_166', 'WaAu_188', 'WaAu_251'],
      dtype='object', length=101)","Index(['AeAe_41', 'AeAe_44', 'AeAe_65', 'AnGa_14', 'AnGa_28', 'AnGa_35',
       'AnGa_58', 'AnGa_59', 'ApCe_63', 'ApFl_122', 'ApFl_77', 'CaFl_89',
       'CyCo_200', 'DrAr_43', 'DrBu_46', 'DrEl_41', 'DrFi_54', 'DrPe_42',
       'DrVi_11', 'DrVi_47', 'DrWi_56', 'DuNo_23', 'PaXu_28', 'PaXu_9',
       'TrNi_23', 'TrZe_120', 'VoEm_163'],
      dtype='object')","Index(['AeAe_18', 'AmTr_54', 'AnGa_11', 'AnGa_27', 'ApCe_44', 'ApCe_60',
       'ApFl_75', 'BaDo_38', 'BoTe_77', 'CaFl_166', 'CaFl_226', 'CaFl_324',
       'CoFl_93', 'CyCo_176', 'DiQu_161', 'DrBu_40', 'DrBu_44', 'DrEl_60',
       'HaLa_59', 'LiHu_138', 'LiHu_153', 'LiHu_219', 'PaXu_55', 'TrNi_55',
       'TrNi_56', 'TrSe_143', 'TrZe_153', 'VoEm_144', 'VoEm_196', 'VoEm_241',
       'VoEm_259', 'VoEm_345', 'WaAu_190'],
      dtype='object')","Index(['AeAe_62', 'AeAe_79', 'AeAe_83', 'AmTr_18', 'AmTr_23', 'AmTr_55',
       'AnGa_20', 'AnGa_37', 'ApCe_91', 'ApCe_94', 'ApFl_132', 'CaFl_293',
       'CeCa_33', 'CyCo_180', 'DrBi_49', 'DrBu_13', 'DrBu_21', 'DrEl_33',
       'DrEr_43', 'DrVi_55', 'DrYa_53', 'HaLa_43', 'HeAr_16', 'LiHu_95',
       'PaMa_10', 'PaXu_52', 'PoDo_98', 'RhMa_23', 'TrNi_26', 'WaAu_119',
       'WaAu_214'],
      dtype='object')"
7,"['23427104', '442405', '11530417', '12187779']","Index(['AeAe_105', 'AeAe_31', 'AeAe_69', 'AeAe_73', 'AeAe_93', 'AgPl_12',
       'AmTr_12', 'AmTr_13', 'AmTr_14', 'AmTr_35',
       ...
       'VaTa_48', 'VoEm_134', 'VoEm_135', 'VoEm_192', 'VoEm_242', 'VoEm_77',
       'VoEm_82', 'WaAu_166', 'WaAu_188', 'WaAu_251'],
      dtype='object', length=117)","Index(['AeAe_41', 'AeAe_44', 'AnGa_28', 'AnGa_58', 'AnGa_59', 'ApCe_63',
       'ApCe_66', 'ApFl_122', 'ApFl_77', 'ApMe_90', 'CaFl_263', 'CeSo_13',
       'CiLe_24', 'CyCo_200', 'DrBu_46', 'DrEl_41', 'DrFi_54', 'DrPe_42',
       'DrVi_11', 'DrVi_47', 'DrWi_56', 'LiHu_99', 'PaXu_28', 'PaXu_9',
       'TrNi_23', 'TrZe_120', 'VoEm_125', 'VoEm_163'],
      dtype='object')","Index(['AcEc_199', 'AeAe_33', 'AeAe_65', 'AeAe_70', 'AeAe_84', 'AgPl_11',
       'AmTr_16', 'AmTr_31', 'AnGa_21', 'AnGa_65', 'ApCe_44', 'ApCe_54',
       'ApFl_130', 'ApMe_54', 'BoTe_77', 'DrBi_39', 'DrBu_40', 'DrEl_60',
       'SiFl_9', 'TrNi_56', 'TrNi_60', 'TrNi_62', 'VaTa_36', 'VoEm_252',
       'ZeCu_46'],
      dtype='object')","Index(['AeAe_61', 'AeAe_62', 'AeAe_83', 'AmTr_18', 'AmTr_23', 'AmTr_42',
       'AnGa_20', 'AnGa_37', 'ApCe_91', 'ApFl_132', 'CaFl_293', 'CaFl_394',
       'CeCa_33', 'DrBi_49', 'DrBu_13', 'DrEl_33', 'DrEr_43', 'DrVi_55',
       'DrYa_53', 'HaLa_43', 'HeAr_29', 'LiHu_95', 'MoPh_105', 'OoBi_162',
       'PaMa_10', 'PaXu_52', 'PoDo_98', 'RhMa_23', 'TrNi_26', 'TrZe_131',
       'WaAu_119', 'WaAu_162', 'WaAu_214'],
      dtype='object')"
8,"['23427104', '23425034', '163882', '129775774']","Index(['AeAe_105', 'AeAe_31', 'AeAe_93', 'AmTr_12', 'AmTr_13', 'AmTr_40',
       'AmTr_52', 'AnGa_13', 'AnGa_33', 'ApCe_100', 'ApFl_113', 'ApMe_63',
       'AtCo_199', 'BoTe_59', 'BoTe_73', 'CaFl_172', 'CaFl_302', 'CaFl_308',
       'CeCa_58', 'CeSo_24', 'CoFl_104', 'CoFl_72', 'CyCo_148', 'CyCo_153',
       'DiQu_107', 'DiQu_206', 'DrAr_39', 'DrAr_48', 'DrAr_56', 'DrBu_10',
       'DrBu_17', 'DrBu_31', 'DrBu_45', 'DrEr_51', 'DrFi_20', 'DrFi_41',
       'DrGr_26', 'DrGr_27', 'DrGr_34', 'DrMo_52', 'DrPe_49', 'DrVi_18',
       'DrYa_49', 'HaSa_100', 'HaSa_115', 'HaSa_158', 'HaSa_173', 'HaSa_185',
       'HeAr_19', 'HeAr_23', 'HeAr_67', 'LiHu_110', 'LiHu_96', 'MeRo_92',
       'MoPh_103', 'MoPh_143', 'OoBi_95', 'PoDo_73', 'RhMa_26', 'RhMa_34',
       'SiFl_11', 'SiFl_16', 'TrCa_133', 'TrCa_137', 'TrCa_161', 'TrNi_59',
       'TrNi_60', 'VaTa_31', 'VaTa_34', 'VaTa_40', 'VaTa_48', 'VoEm_134',
       'VoEm_135', 'VoEm_242', 'VoEm_252', 'VoEm_77', 'WaAu_251'],
      dtype='object')","Index(['AmTr_16', 'AmTr_50', 'AmTr_55', 'AnGa_11', 'AnGa_58', 'CiLe_26',
       'CoFl_99', 'CyCo_104', 'CyCo_119', 'CyCo_200', 'DrBi_44', 'DrBi_49',
       'DrBu_13', 'DrBu_21', 'DrBu_43', 'DrEl_33', 'DrEr_24', 'DrPe_12',
       'DrVi_11', 'DrVi_44', 'DuNo_23', 'HaSa_110', 'HeAr_35', 'LiHu_95',
       'MeRo_105', 'MoPh_102', 'MoPh_181', 'OoBi_340', 'PaMa_10', 'PaXu_52',
       'PoDo_98', 'SiFl_9', 'TrCa_169', 'TrZe_131', 'TrZe_172', 'VaTa_25',
       'VaTa_36', 'VoEm_163', 'VoEm_187', 'WaAu_181', 'ZeCu_62'],
      dtype='object')","Index(['AcEc_199', 'AeAe_32', 'AeAe_37', 'AeAe_41', 'AeAe_61', 'AeAe_62',
       'AeAe_70', 'AeAe_79', 'AmTr_18', 'AmTr_23', 'AmTr_31', 'AnGa_12',
       'AnGa_24', 'AnGa_41', 'AnGa_45', 'AnGa_46', 'AnGa_48', 'AnGa_49',
       'AnGa_8', 'ApCe_119', 'ApCe_46', 'ApCe_47', 'ApCe_54', 'ApCe_63',
       'ApCe_74', 'ApCe_83', 'ApCe_94', 'ApFl_128', 'ApFl_130', 'ApFl_132',
       'ApFl_26', 'ApMe_54', 'CaFl_226', 'CaFl_303', 'CoFl_111', 'CoFl_66',
       'CyCo_181', 'DiQu_156', 'DrBu_33', 'DrEl_41', 'DrEl_49', 'HaLa_71',
       'HaSa_116', 'OoBi_311', 'PaPo_25', 'PaXu_9', 'RhMa_23', 'TrCa_162',
       'TrCa_201', 'VaTa_52', 'WaAu_119', 'WaAu_162', 'WaAu_166', 'WaAu_234',
       'WaAu_236'],
      dtype='object')","Index(['AeAe_18', 'AmTr_54', 'ApCe_60', 'ApFl_75', 'BaDo_38', 'BoTe_74',
       'BoTe_77', 'CaFl_166', 'CaFl_324', 'CoFl_93', 'CyCo_176', 'DiQu_161',
       'DrBu_40', 'DrBu_44', 'DrEl_60', 'DuNo_20', 'HaLa_59', 'MoPh_105',
       'OoBi_162', 'PaXu_55', 'TrCa_127', 'TrNi_55', 'TrNi_56', 'TrSe_143',
       'TrZe_153', 'VoEm_196', 'VoEm_241', 'VoEm_259', 'VoEm_345', 'WaAu_190'],
      dtype='object')"
9,"['23427104', '6434971', '23427263', '91748460']","Index(['AeAe_105', 'AeAe_31', 'AeAe_44', 'AeAe_58', 'AeAe_73', 'AeAe_93',
       'AgPl_10', 'AgPl_12', 'AmTr_12', 'AmTr_13',
       ...
       'VoEm_242', 'VoEm_77', 'VoEm_78', 'VoEm_82', 'WaAu_160', 'WaAu_163',
       'WaAu_166', 'WaAu_188', 'WaAu_251', 'ZeCu_74'],
      dtype='object', length=137)","Index(['AeAe_70', 'AnGa_21', 'ApMe_90', 'BoIm_108', 'CaFl_263', 'CaFl_303',
       'CiLe_24', 'DiQu_98', 'DrAr_51', 'DrBi_41', 'DrBu_68', 'DrEl_36',
       'DrEr_24', 'DrGr_60', 'DrGr_7', 'DrVi_13', 'HaSa_110', 'HaSa_116',
       'LiHu_195', 'MoPh_105', 'OoBi_176', 'OoBi_311', 'PaMa_10', 'TrNi_56',
       'VaTa_29', 'VoEm_144', 'VoEm_243'],
      dtype='object')","Index(['AeAe_33', 'AeAe_41', 'AeAe_62', 'AeAe_83', 'AmTr_17', 'AmTr_18',
       'AnGa_20', 'AnGa_32', 'AnGa_45', 'ApCe_44', 'ApCe_91', 'BoIm_51',
       'CaFl_301', 'CeCa_33', 'CyCo_104', 'CyCo_180', 'DiQu_109', 'DrBu_40',
       'HaSa_157', 'HaSa_179', 'HeAr_16', 'TrCa_127', 'TrCa_138', 'TrNi_55',
       'TrNi_60', 'TrSe_143', 'VoEm_252', 'VoEm_259', 'WaAu_190', 'ZeCu_46',
       'ZeCu_52'],
      dtype='object')","Index(['AcEc_159', 'AeAe_32', 'AeAe_84', 'AnGa_14', 'AnGa_37', 'AnGa_58',
       'CaFl_89', 'DrAr_43', 'DrBi_23', 'DrBu_46', 'DrEl_41', 'DrMo_47',
       'DrPe_42', 'DrVi_11', 'DrVi_49', 'DrWi_55', 'DrWi_56', 'HaSa_238',
       'MeRo_105', 'MoPh_181', 'PaMa_30', 'RhMa_31', 'RhMa_32', 'SiFl_7',
       'TrNi_23', 'TrNi_62', 'TrZe_172', 'VaTa_36', 'VaTa_50', 'WaAu_234'],
      dtype='object')"
10,"['23427104', '23427263', '129775774', '10608682']","Index(['AeAe_105', 'AeAe_31', 'AeAe_44', 'AeAe_58', 'AeAe_69', 'AeAe_73',
       'AeAe_93', 'AgPl_10', 'AgPl_12', 'AmTr_12',
       ...
       'VoEm_135', 'VoEm_192', 'VoEm_195', 'VoEm_242', 'VoEm_77', 'WaAu_160',
       'WaAu_166', 'WaAu_188', 'WaAu_251', 'ZeCu_74'],
      dtype='object', length=121)","Index(['AeAe_33', 'AeAe_62', 'AeAe_83', 'AmTr_18', 'AmTr_23', 'AmTr_31',
       'AnGa_20', 'AnGa_32', 'AnGa_35', 'AnGa_43', 'ApCe_91', 'BoIm_51',
       'BoTe_75', 'CeCa_33', 'CyCo_180', 'DiQu_109', 'DrBi_49', 'DuNo_23',
       'HaSa_157', 'HeAr_16', 'SiFl_9', 'TrCa_138', 'TrCa_201', 'TrNi_60',
       'TrZe_130', 'VoEm_252', 'WaAu_214', 'ZeCu_52'],
      dtype='object')","Index(['AcEc_159', 'AeAe_18', 'AeAe_32', 'AeAe_37', 'AeAe_61', 'AmTr_42',
       'AmTr_54', 'AnGa_11', 'AnGa_27', 'AnGa_47', 'AnGa_48', 'AnGa_49',
       'AnGa_59', 'ApCe_60', 'ApCe_66', 'ApFl_26', 'ApFl_75', 'ApMe_90',
       'BaDo_38', 'BoTe_77', 'CaFl_166', 'CaFl_226', 'CaFl_263', 'CaFl_303',
       'CaFl_324', 'CaFl_394', 'CiLe_24', 'CoFl_93', 'CyCo_151', 'CyCo_176',
       'DiQu_156', 'DiQu_161', 'DrAr_51', 'DrBi_41', 'DrEl_60', 'DrGr_60',
       'DrGr_7', 'DrWi_55', 'DrWi_56', 'DuNo_20', 'HaLa_59', 'HaLa_71',
       'HeAr_29', 'HeAr_35', 'LiHu_138', 'LiHu_153', 'LiHu_99', 'MoPh_105',
       'OoBi_162', 'OoBi_176', 'OoBi_311', 'PaXu_55', 'TrCa_162', 'TrNi_56',
       'TrZe_153', 'VoEm_144', 'VoEm_187', 'VoEm_196', 'VoEm_241', 'VoEm_243',
       'VoEm_345', 'WaAu_162'],
      dtype='object')","Index(['AeAe_70', 'AmTr_16', 'AnGa_14', 'AnGa_37', 'AnGa_46', 'ApFl_122',
       'ApFl_132', 'BoTe_130', 'CyCo_200', 'DrBi_23', 'DrBi_39', 'DrEl_41',
       'DrEr_24', 'DrFi_54', 'DrMo_47', 'DrPe_12', 'DrPe_42', 'DrVi_13',
       'DrVi_44', 'DrVi_47', 'HaSa_110', 'HaSa_122', 'HaSa_200', 'LiHu_95',
       'PaMa_30', 'PaXu_18', 'SiFl_7', 'TrNi_23', 'TrNi_46', 'TrZe_120',
       'VaTa_50', 'VoEm_165'],
      dtype='object')"
